,DATE,Maximum Wind Speed,Moving Avg Wind Speed,Wind Linear Model
38718,1985-01-03,13.0,3.5200000000000005,2.082114191942175
38719,1985-01-04,18.0,3.02,2.0821766709241842
38720,1985-01-05,6.0,2.46,2.0822391499061936
38721,1985-01-06,4.5,1.9600000000000002,2.082301628888196
38722,1985-01-07,3.5,1.56,2.0823641078702053
38723,1985-01-08,5.0,1.3,2.0824265868522147
38724,1985-01-09,6.0,1.2,2.082489065834217
38725,1985-01-10,4.5,1.3800000000000001,2.0825515448162264
38726,1985-01-11,3.3,1.46,2.082614023798236
38727,1985-01-12,7.0,1.6,2.082676502780238
38728,1985-01-13,8.0,1.6400000000000001,2.0827389817622475
38729,1985-01-14,12.0,1.7400000000000002,2.082801460744257
38730,1985-01-15,6.5,1.52,2.082863939726259
38731,1985-01-16,5.3,1.2200000000000002,2.0829264187082686
38732,1985-01-17,2.0,0.8800000000000001,2.082988897690278
38733,1985-01-18,1.8,0.76,2.0830513766722802
38734,1985-01-19,2.5,0.72,2.0831138556542896
38735,1985-01-20,2.5,0.6799999999999999,2.083176334636299
38736,1985-01-21,6.0,0.9400000000000001,2.0832388136183013
38737,1985-01-22,6.5,1.42,2.0833012926003107
38738,1985-01-23,6.0,1.8199999999999998,2.08336377158232
38739,1985-01-24,14.0,1.8199999999999998,2.0834262505643224
38740,1985-01-25,6.5,2.22,2.083488729546332
38741,1985-01-26,6.5,2.34,2.083551208528341
