,correlation
6242,2.0691447056015463e-05
6243,5.835652061300556e-05
6244,-2.936341743513949e-05
6245,5.27416669662563e-05
6246,3.2189031253640775e-05
6247,3.662359955289471e-05
6248,-6.602969586925776e-06
6249,6.137290514288944e-05
6250,3.04356631233248e-05
6251,3.028601257520178e-05
6252,3.0383133312522676e-05
6253,3.023348276439967e-05
6254,6.74376151235346e-05
6255,7.704664143262702e-05
6256,2.778317462055278e-05
6257,2.7962964845609117e-05
6259,7.295388717280023e-05
6260,6.778429635071698e-05
6261,1.4373528419102158e-07
6262,2.174935360989452e-05
6263,9.690719402690144e-05
6264,4.991485926638068e-05
6265,4.991485926638068e-05
6266,1.8427028256712605e-05
6267,3.0424993137075503e-05
6268,3.0428847254811608e-05
6269,2.837852275161061e-05
6270,3.322045517653918e-05
6271,4.413585347542639e-05
6273,4.7370455602085605e-06
6274,0.0
6275,-8.15342633935739e-05
6276,-8.951288501460448e-05
6277,4.496554538123109e-05
6278,1.2427366272342186e-05
6279,3.027210326125947e-05
6280,3.254640001886941e-05
6281,3.4073675170830896e-05
6282,4.0428679572713904e-05
6283,3.276748414160631e-05
6284,1.170691363845768e-05
6285,1.1639213877451853e-05
6286,3.154684936038661e-05
6287,4.314520335420274e-05
6288,2.7962964845609117e-05
6289,3.0776844413661184e-05
6290,3.0492190500046763e-05
6291,3.034136441573056e-05
6292,3.0428847254811608e-05
6293,2.7323003210616485e-05
6294,5.700576407308213e-05
6295,3.854306578344855e-05
6296,2.2542132594687216e-05
6297,2.4414901729132217e-05
6298,3.141920306915914e-05
6299,2.4862041107702407e-05
6300,4.172186618225053e-05
6301,4.064663592837097e-05
6302,2.785208610509405e-05
6303,3.045405302736603e-05
6304,3.321920516356907e-05
6305,2.7337232597764724e-05
6306,1.9855778680917217e-05
6307,7.205029459735121e-05
6308,-7.788171590587673e-06
6309,4.439987996370078e-05
6310,3.1822934086588766e-05
6311,2.6163725385007025e-05
6312,2.2401588895891657e-05
6313,3.1993197305842485e-05
6314,2.95825384436872e-05
6315,4.991485926638068e-05
6316,3.027537022239037e-06
6317,3.0809701765607785e-05
6318,4.2697929219867286e-05
6319,3.806179076315194e-05
6320,5.935964427039555e-05
6321,2.0691447056015463e-05
6322,5.298806901806014e-05
6323,3.1024720920271e-05
6324,2.56053183970882e-05
6325,3.0833352228854354e-05
6326,3.546350270969371e-05
6327,6.74376151235346e-05
6328,1.8381949752662857e-05
6329,3.502067148945666e-05
6330,1.9876736830160845e-05
6331,3.5256568538177375e-05
6332,2.0744377538380275e-05
6333,3.322045517653918e-05
6334,8.78860567360851e-07
6335,2.63348656108178e-05
6336,1.9995795411824504e-05
6337,4.612683381779393e-05
6338,2.717848791344982e-05
6339,3.834619823141684e-05
6340,2.9704373495770298e-05
6341,3.2966773520323575e-05
6342,4.70638100119708e-05
6343,5.287617615394463e-05
6344,3.460130480702005e-05
6345,2.2887576337555957e-05
6346,1.6154541786630057e-05
6347,5.535243165946059e-05
6348,1.7963912641935475e-05
6349,2.120298614110485e-05
6350,3.254640001886941e-05
6351,2.5731647491747984e-05
6352,2.809090340363712e-05
6353,2.2887318861317327e-05
6354,2.431979654681636e-05
6355,2.786449006629982e-05
6356,4.7370455602085605e-06
6357,2.59601494207854e-05
6358,3.4958431387550505e-05
6359,4.348066596878867e-05
6360,3.933259854917428e-05
6361,2.8378096753906124e-05
6362,3.827540523426165e-05
6363,4.73307949450468e-06
6364,2.3836524097984694e-05
6365,1.0652219125371943e-05
6366,3.0424073785351136e-05
6367,2.8564098185415e-05
6368,3.919209636192244e-05
6369,4.694476812680853e-05
6370,1.3534896545477972e-05
6371,3.0884659557589565e-05
6372,8.335638305169043e-06
6373,7.869536744705633e-06
6374,6.81994889592912e-06
6375,2.006195558242813e-05
6376,3.361345123066293e-05
6377,2.709117591609348e-05
6378,2.7674671599656824e-05
6379,1.8257287818047117e-05
6380,3.245121613647083e-05
6381,3.523206353602086e-05
6382,2.1197036693621683e-05
6383,2.123293441065561e-05
6384,1.8427028256712605e-05
6385,3.1941523737426323e-05
6386,3.233239223700783e-05
6387,5.646181183646863e-05
6388,2.7278046746152148e-05
6389,1.6249773091559465e-05
6390,1.854521918641185e-05
6391,5.383249214997166e-05
6392,4.448371814782628e-05
6393,2.1991257196157743e-05
6394,4.015762442328634e-06
6395,3.882662126353448e-05
6396,3.391166733816667e-05
6397,4.996697007059254e-05
6398,1.900812467496137e-05
6399,1.5050787040784936e-05
6400,3.7864558606918855e-05
6401,5.007857433145232e-05
6402,4.413585347542639e-05
6403,3.028273968901322e-05
6404,4.796909086303264e-05
6405,2.880070599355333e-05
6406,6.400125215541875e-05
6407,2.6403787582035827e-05
6408,3.377939556912198e-05
6409,3.3930199799247787e-05
6410,2.045841435853583e-05
6411,4.582902290057434e-05
6412,3.027210326125947e-05
6413,7.551441474181536e-05
6414,3.554276920421886e-05
6415,2.849508738088145e-05
6416,2.847896839135696e-05
6417,3.509365762865409e-05
6418,2.7503397879592616e-05
6419,1.8879618292147224e-05
6420,3.398484362864468e-05
6421,-1.623632342639532e-05
6422,1.879772148961268e-05
6423,5.449355558346741e-06
6424,3.309581856152715e-05
6425,3.0436434901708177e-05
6426,2.974154989653917e-05
6427,3.297631520901976e-05
6428,2.2245119300149866e-05
6429,1.893387402109105e-05
6430,2.242817010345248e-05
6431,3.2869125932275025e-05
6432,3.867870293527593e-05
6433,3.0161426722322572e-05
6434,2.894268928966257e-05
6435,3.3663431199990454e-05
6436,-1.22918557165578e-06
6437,3.749417081553335e-05
6438,4.496554538123109e-05
6439,1.9560980945486497e-05
6440,4.246334387562903e-05
6441,3.1253438880936226e-05
6442,2.2539324255668288e-05
6443,1.87360023827956e-05
6444,2.018051993137087e-05
6445,2.909761695860086e-05
6446,-6.10006359577157e-05
6447,-5.063865125817709e-05
6448,3.315882758207251e-05
6449,3.782613994555956e-05
6450,3.7827060257623465e-05
6451,3.4792085667382816e-05
6452,2.007105669175288e-05
6453,5.535243165946059e-05
6454,3.875470668517085e-05
6455,3.923144579145078e-05
6456,2.8959040800790967e-05
6457,1.8610561774402455e-05
6459,3.280441305635592e-06
6460,-8.231517737462896e-05
6461,5.6084088839384336e-05
6462,4.836584259608076e-05
6463,8.610928661137047e-05
6464,4.644900430401317e-05
6465,4.385021698897557e-05
6466,5.558517870415566e-05
6468,3.033501858668735e-05
6469,4.158763640327094e-05
6470,9.255644296695496e-05
6471,2.5756484189385125e-05
6473,7.434227282376021e-05
6474,4.287801908790142e-05
6475,6.40484459222335e-05
6476,-2.207328457996934e-06
6477,4.818399735788626e-05
6478,6.783307573621869e-05
6479,8.097853062928591e-05
6480,7.434227282376021e-05
6481,6.433978332006571e-05
6482,2.857020477158113e-05
6483,-2.207328457996934e-06
6484,-2.7674061904658503e-05
6485,5.578286084006879e-06
6486,3.883366193196618e-05
6487,4.455283122075292e-05
6489,5.9191813989350834e-05
6490,2.1929555158740403e-05
6491,6.456821647965839e-05
6492,3.879153097701659e-05
6493,4.894805307614187e-05
6494,7.5187857806155e-05
6495,4.073780471872658e-05
6496,8.323245908015276e-05
6497,5.15434101820922e-05
6498,7.790462205898705e-05
6499,3.789464641151902e-05
6500,5.571615658246031e-05
6501,6.246392674272155e-05
6502,7.281960272845467e-05
6503,4.073780471872658e-05
6504,5.952426624381022e-05
6505,3.7288059758534166e-05
6506,7.5187857806155e-05
6507,8.323245908015276e-05
6508,5.1999185107000286e-05
6509,3.7288059758534166e-05
6510,3.325649819560409e-05
6511,3.5289638821704976e-06
6512,3.883366193196618e-05
6513,3.032102581722664e-05
6514,3.5461144398237804e-05
6515,3.5194780821122774e-05
6516,3.62897721265226e-05
6517,2.425403964705089e-05
6518,7.865968657686965e-06
6519,3.780431660405685e-05
6520,1.3205574966646529e-05
6521,1.226340047608414e-05
6522,2.7912053773619e-05
6523,5.566230235047668e-05
6524,3.2676256549973306e-05
6525,6.898369596561724e-05
6526,1.231368484756294e-05
6528,-2.4712598512890083e-05
6530,4.7348072555571856e-05
6531,4.856057078854844e-05
6532,-1.1003940274448356e-05
6533,6.009723984589784e-05
6534,5.239698205101064e-05
6535,2.553590852356735e-05
6536,4.495296338212517e-05
6537,5.1388639036288834e-05
6538,5.244684633077531e-05
6539,4.809383580374808e-05
6540,1.0119066077832636e-05
6541,1.8180890001944225e-05
6542,4.2488069739504025e-05
6543,4.1476308645704766e-05
6544,1.1505632915445516e-05
6545,3.2703523197217154e-05
6547,4.3072650099310935e-05
6548,3.054701530784419e-05
6550,3.398477112492948e-05
6551,6.218881364246961e-05
6552,3.094108818461987e-05
6553,4.082104510569252e-05
6554,3.773909080368608e-05
6555,4.718205624586022e-05
6556,4.379861341738196e-05
6557,5.0211688231959166e-05
6558,4.487507595690806e-05
6559,4.940621192464706e-05
6560,6.815574095165779e-05
6561,4.007004130684231e-05
6562,4.576673615543445e-05
6563,3.739185104605949e-05
6565,3.444411448972309e-05
6567,-5.041644089938914e-06
6568,4.855748991462701e-05
6569,4.4097864035536446e-05
6570,2.4667326139648775e-05
6571,3.425828801952781e-05
6572,5.778418385824703e-05
6573,5.978348276501048e-05
6574,3.1589811759412536e-05
6575,4.4097864035536446e-05
6576,5.297115752562497e-05
6577,4.382720157359734e-05
6578,4.907016935793661e-05
6579,7.556053288740948e-05
6580,-2.6855275436620424e-05
6583,4.186753220837133e-05
6584,6.040188573328511e-05
6585,4.935574629136677e-05
6586,-3.2236452890386395e-05
6587,1.7545192585401333e-05
6589,1.1491321743837748e-05
6590,2.8837105101220484e-05
6591,6.417279155973213e-05
6592,3.724926355161926e-05
6593,3.738590158510941e-05
6595,5.82679189394245e-05
6596,5.108709350763386e-05
6597,2.8954928482832395e-05
6598,2.8874388371223024e-05
6600,1.0928867018995631e-05
6601,5.062354186777682e-05
6602,3.48710840471496e-05
6603,6.090724372260204e-05
6604,3.790369594087819e-05
6605,3.48710840471496e-05
6606,5.398125991618277e-05
6607,4.379593800316415e-05
6608,4.770899614723242e-05
6609,3.165297721037687e-05
6610,3.398477112492948e-05
6611,3.6416656467485926e-05
6612,4.2988739770825424e-05
6613,4.787426099875823e-05
6615,4.215188603086224e-05
6616,4.8458979804257255e-05
6618,7.327267869619991e-05
6620,2.39305236748772e-05
6621,3.626714978107839e-05
6622,5.976690917606585e-06
6624,1.8404394417372835e-05
6625,1.7369036167176103e-08
6626,6.44060177297343e-05
6627,-3.461645341665122e-05
6628,3.390297332850649e-06
6630,4.282709466290992e-05
6631,4.91516933821899e-05
6632,4.641137598737164e-05
6633,5.254575583565293e-05
6634,7.020796976935035e-05
6635,1.1376640520697395e-05
6636,2.550999939268839e-05
6637,2.614025573264086e-05
6638,3.978083939477464e-05
6639,2.5864152792663933e-05
6640,5.397521439923256e-05
6641,3.888089074821643e-05
6642,3.885427170848776e-05
6643,3.257494233045886e-06
6644,4.365094831986673e-05
6647,2.270876497406111e-05
6648,5.712903335767911e-05
6649,6.015724770060885e-05
6650,6.015724770060885e-05
6651,2.3175455649621587e-05
6652,3.776150738323638e-05
6653,4.30377539275228e-05
6654,4.478863229772942e-05
6655,4.088752779431501e-05
6656,1.7585619396365488e-05
6657,1.873889154252661e-05
6658,1.873889154252661e-05
6659,-4.858242169532992e-05
6660,3.353506949533425e-05
6661,1.9670253619314555e-05
6662,-5.295719832896514e-06
6664,3.813657517670379e-05
6666,3.319174089028499e-05
6667,2.3729081586956943e-05
6668,2.3729081586956943e-05
6669,-7.079580235164815e-06
6670,5.263143602396402e-05
6671,6.735733990918645e-06
6672,5.777346882263362e-06
6673,4.068366841097962e-05
6674,-5.019252179144786e-06
6675,4.4401693341469216e-05
6676,4.887348243940799e-05
6677,-5.019252179144786e-06
6678,5.444378486470614e-05
6680,3.99403372970424e-05
6681,1.7816703870874878e-05
6682,4.71330756260438e-05
6684,-1.4858260819058277e-05
6685,7.968085050439915e-05
6686,2.405323948880433e-05
6687,4.848411152959037e-05
6689,1.3881773417425567e-05
6690,-2.197440301244124e-05
6691,2.878033784885462e-05
6692,3.652271111010221e-05
6694,3.652271111010221e-05
6695,3.616370490916716e-05
6696,-8.486395761503645e-05
6697,4.5601139020063486e-05
6698,4.5601139020063486e-05
6699,4.5601139020063486e-05
6700,1.2913592527155475e-05
6701,5.0015318446158645e-05
6703,4.1504390606992776e-05
6705,3.68341834919489e-05
6706,5.2730655776167416e-05
6707,5.000458391120337e-05
6708,2.6599125074199526e-05
6709,4.267293152246867e-05
6710,2.087356680542569e-05
6711,-3.549087544959496e-05
6712,4.3744936107645074e-05
6713,4.284935140872309e-05
6714,1.996511387440158e-05
6715,1.727223830893679e-05
6716,3.622769149909995e-05
6717,5.927423920441399e-05
6718,-3.292515678307245e-05
6719,4.071578356112303e-05
6720,3.925900102975431e-05
6721,-3.591243766619431e-06
6722,3.779777949590005e-05
6723,3.137679376315953e-06
6724,2.273479442533886e-05
6725,4.684908219492152e-05
6726,2.9691330277056437e-05
6727,3.3944648438218336e-06
6728,3.6823812915785627e-05
6729,2.632832845851469e-05
6730,4.889622417675415e-05
6731,3.002752624419563e-05
6732,3.616840000665095e-05
6733,3.526320478262635e-05
6734,4.2079621226990925e-05
6735,3.119020297525786e-05
6736,3.43835392750716e-05
6737,2.8874388371223024e-05
6738,3.463073000823423e-05
6739,2.0948591572043308e-05
6740,3.344507811374283e-05
6741,2.8385106562349744e-05
6742,3.5502792405896135e-05
6743,1.4176936446356603e-05
6744,2.049398714030628e-05
6745,3.813589424048732e-05
6746,8.489298289038424e-06
6747,3.642383034182618e-05
6748,3.0288161364465794e-05
6749,3.301384150850117e-05
6750,1.727223830893679e-05
6751,1.941681803091285e-05
6752,3.2119645264281435e-05
6753,2.049398714030628e-05
6754,6.733957537078781e-05
6757,1.027087849882812e-05
6758,6.2775884711027655e-06
6759,4.611323798824482e-05
6760,4.400932389394831e-05
6761,3.545239523354176e-05
6762,4.728140791482888e-05
6763,2.3756349559432e-06
6764,2.1135664358729142e-05
6765,3.019821759748601e-05
6766,6.746401684349198e-05
6767,6.41022323606891e-05
6768,8.28710008381059e-05
6769,5.394423878915601e-05
6770,3.870019110820713e-05
6772,3.373511140339595e-05
6773,2.149898982498449e-05
6774,6.35232381843337e-05
6775,6.093699924200976e-05
6776,5.757329645659647e-05
6777,6.786781534223803e-05
6778,8.554576772497404e-05
6779,4.653435061845256e-05
6780,-2.9389148489799943e-05
6781,1.1959427109691156e-05
6782,3.370609097394875e-05
6818,9.370451446953808e-05
6833,5.9216150303124944e-05
6926,5.004771303550486e-05
6976,6.910972828004486e-05
6977,9.18860482042832e-05
6984,2.918023310804999e-05
6985,2.733668877557637e-05
6986,2.0034209552520798e-05
6987,2.9714364458037823e-05
6988,2.8666790166558903e-05
6990,2.0958446037203627e-05
6992,3.39085222100232e-05
6993,4.011893039400238e-05
6995,3.164544671204877e-05
7001,-6.369956595576328e-05
7002,4.271889807446317e-05
7005,-1.924895925630954e-06
7006,7.796416823096204e-05
7007,-4.7462974191316206e-05
7008,2.097698098277553e-05
7013,4.9936215289681154e-05
7014,3.744908303159605e-05
7015,-4.283265872023753e-05
7023,8.148905827122612e-05
7024,-8.25788689162039e-05
7025,1.2356396639765532e-05
7027,-6.26732655359068e-05
7029,-5.685023167087472e-05
7034,5.3091564258726986e-05
7037,-6.186310593121302e-05
7038,8.434842483558319e-05
7040,2.018327507837329e-06
7041,6.894736940160525e-05
7042,8.184932706243566e-05
7044,9.44088995159582e-05
7046,5.126380101396631e-05
7047,4.7298955512567086e-05
7050,4.79990964915835e-05
7051,3.136433820645474e-05
7052,9.406481385222628e-05
7054,6.029121932742186e-05
7055,6.601366155237242e-05
7057,9.1586061367106e-05
7058,7.054561988606549e-05
7059,9.494313373181396e-05
7060,8.628556778363318e-05
7064,7.018340672068906e-05
7065,9.857409990667772e-05
7066,9.673440767698668e-05
7067,8.920796130586725e-05
7070,9.905949338685365e-05
7072,5.388382997121437e-05
7074,9.488334343836948e-05
7075,8.597893061625684e-05
7076,5.092173349473919e-05
7077,8.985716244662061e-05
7078,1.1719009082704258e-05
7079,1.185503514149172e-05
7080,8.417213920713098e-05
7081,6.805880118254227e-05
7082,6.060194610564344e-05
7084,6.0423095446863406e-05
7085,9.983092737423216e-05
7087,5.455594130974992e-05
7090,6.039895018051184e-05
7092,7.500688794994239e-06
7093,-6.480251766944874e-05
7094,-1.6143886297613288e-05
7095,1.567566466598356e-05
7096,9.90007516674484e-05
7097,2.12097698812977e-05
7098,6.479173611101498e-05
7099,4.651937609672426e-06
7100,1.3153001553354072e-05
7101,-3.826876007691256e-05
7102,9.9332015375053e-05
7104,5.9428502502217375e-05
7105,3.934017022930518e-06
7106,3.2241127410578925e-05
7107,9.069498493182838e-05
7110,-8.828337475398795e-05
7111,3.376829577778572e-05
7112,2.397549000710954e-05
7113,3.450139084624048e-05
7115,3.220108651309051e-05
7116,-6.211466061462508e-05
7117,8.016200316514067e-05
7118,7.734293485758912e-05
7119,2.514212408284178e-05
7120,1.4584587246252968e-05
7121,9.003659832877054e-05
7122,7.163195739705219e-05
7123,-9.53476983853718e-05
7124,6.490371170831142e-05
7129,-1.0825278419011044e-05
7136,3.516828245608713e-05
7137,2.3662962115503516e-05
7138,2.050333257614044e-05
7139,3.767887930084073e-05
7140,3.478798176505582e-05
7141,7.03051556940315e-05
7142,8.466217807033712e-06
7144,3.750220933089903e-05
7145,2.3184568060210003e-05
7146,3.9845103904784566e-05
7147,2.857628477050776e-05
7148,6.111378201427409e-05
7149,6.302543665874745e-05
7150,3.1620776445652285e-05
7151,6.879199952256445e-05
7152,7.396465650521499e-05
7153,3.771665134002359e-05
7154,3.774329373749819e-05
7155,1.5430223884875502e-05
7156,5.241794530038379e-05
7157,7.180543919416311e-05
7158,7.02532715461053e-05
7159,5.253830716522051e-05
7160,2.93008261035928e-05
7161,-9.588001996904146e-05
7162,4.706730070312785e-05
7163,4.8326216980446805e-05
7164,5.638317892759137e-06
7165,-7.663020559705783e-05
7166,1.3245051669500577e-05
7167,3.299547136639726e-05
7168,7.2221671083804e-06
7169,2.223301729553597e-06
7170,1.4164384921704804e-05
7171,3.978474386795286e-05
7173,6.656454916749218e-07
7174,7.3038239166386e-05
7175,5.4759265067103583e-05
7176,5.332667860995007e-05
7177,2.779673600501553e-05
7178,3.065033712856773e-05
7179,5.597443816910312e-05
7180,2.1387794517675776e-05
7181,6.271278938573239e-05
7182,3.880613283897229e-05
7183,3.060498122900087e-05
7185,6.119537018931555e-05
7186,5.675720792479016e-05
7187,-5.363586947821802e-06
7188,3.485709554226407e-05
7189,4.022071314799879e-05
7190,4.020364903842124e-05
7191,8.446720755273063e-05
7192,3.009635073526865e-06
7193,-1.6840947921595023e-05
7194,4.37695004513144e-05
7195,9.861651395769264e-05
7197,2.9701359097610235e-05
7198,6.798884688759296e-05
7199,4.807392240495017e-05
7200,1.3750657442935305e-05
7201,5.032099291160008e-06
7202,3.6985555922766526e-05
7203,4.153657571307094e-05
7204,2.917517862050232e-05
7205,4.800480768301534e-05
7206,8.033720624894743e-05
7207,8.200332264794653e-05
7208,2.684746532707006e-05
7209,8.742824769441925e-06
7210,1.7023360723458122e-05
7211,5.232271652930942e-05
7212,2.677504421483088e-05
7213,7.002524070877071e-05
7214,3.882116170749124e-05
7215,3.080618838696501e-05
7216,6.438771715096664e-05
7218,8.638334074697648e-06
7219,2.954258024715463e-05
7222,1.1643059256787286e-06
7224,9.056786558075494e-05
7226,3.184379122502822e-05
7227,5.930937231628365e-05
7231,2.998323232523231e-05
7232,2.951883476971585e-05
7233,2.6018270616799552e-05
7234,4.026719364078251e-05
7235,2.8981300537795028e-05
7236,3.241489609493587e-05
7237,5.5746139866465846e-05
7238,2.5986512127389143e-05
7239,2.311485466597957e-05
7240,2.7439875499620117e-05
7241,1.84302021996206e-05
7242,2.696094920514673e-05
7243,3.831975137318093e-05
7244,3.279810577718163e-05
7245,3.6842995532119466e-05
7246,3.2668828715775446e-05
7247,3.460186424544862e-05
7248,3.452205676101712e-05
7249,3.366966370358757e-05
7250,3.937554345141482e-05
7251,4.437113238072621e-05
7252,3.675983811717957e-05
7253,3.1660651992482754e-05
7254,2.4359268162875503e-05
7255,2.009036985804375e-05
7256,2.8419602839782816e-05
7257,2.4903713647417736e-05
7258,2.847076286407576e-05
7259,2.4676619812956384e-05
7260,3.337811094303476e-05
7261,3.121327581355079e-05
7262,3.12754003608378e-05
7263,2.7458259563891977e-05
7264,3.4272898317623365e-05
7265,2.4615954705977903e-05
7266,3.142669325552639e-05
7267,3.4281198300010966e-05
7268,3.761106165461488e-05
7269,3.654914819041692e-05
7270,2.8269283533128155e-05
7271,2.9647000091182564e-05
7272,3.058441317467115e-05
7273,2.0803397474634e-05
7274,1.6007563835625847e-05
7275,2.2466555144648348e-05
7276,2.873289305096809e-05
7277,3.248122406462999e-05
7278,2.735196232302276e-05
7279,1.947706373363838e-05
7280,2.580322685460098e-05
7281,1.811477243033355e-05
7282,1.3180331015733012e-05
7283,2.7978627538960445e-05
7284,3.876631642149577e-05
7285,1.601332281511812e-05
7286,7.23065176585031e-05
7287,6.900371259529721e-05
7291,8.216818102525784e-05
7292,8.855145973503793e-05
7293,-2.438595407273572e-05
7294,6.902822741282024e-05
7295,7.16169363298388e-05
7296,9.61649839280537e-05
7298,8.24501770810259e-05
7303,7.085264681883792e-05
7304,7.718802750648225e-05
7305,9.232708785249976e-05
7306,9.766585099925188e-05
7307,9.05870071469352e-05
7310,9.995213490312037e-05
7311,9.885414006448556e-05
7313,9.86145528138872e-05
7314,-2.9728972194577647e-06
7317,-1.944571434469415e-05
7320,9.675962909642706e-05
7321,9.999650969676848e-05
7322,8.624760437292999e-05
7324,9.93359553867596e-05
7326,9.288824932822084e-05
7328,9.31288076968642e-05
7329,9.837000652572756e-05
7331,1.2183056761531624e-05
7333,9.900479596859522e-05
7337,9.48912079366639e-05
7338,8.349187007318944e-05
7343,1.838015182907395e-05
7344,-2.62846643700581e-05
7346,5.134283221656224e-05
7348,9.901461556313688e-05
7350,9.731380243052866e-05
7353,8.774234305541252e-05
7356,9.47654277757924e-05
7358,6.900371259529721e-05
7364,6.31474081009012e-05
7365,8.01559110327012e-05
7367,9.142791761132149e-05
7370,8.962815551869488e-05
7373,9.3107937256536e-05
7375,8.221505510793605e-05
7376,9.250631608118656e-05
7377,7.840986057018422e-05
7378,9.254830934176032e-05
7379,6.31474081009012e-05
7380,4.670740658085314e-05
7381,5.967455548832685e-05
7382,6.902822741282024e-05
7384,4.662812584730814e-05
7385,8.855145973503793e-05
7386,7.16169363298388e-05
7387,7.117065690707443e-05
7388,9.625816320221011e-05
7392,7.099552742322599e-05
7393,9.287792794106032e-05
7394,9.404715162634268e-05
7399,-8.419285578796007e-06
7400,6.76939161615956e-05
7401,9.122165914450604e-05
7402,1.5092360040503717e-05
7406,9.522205477099978e-05
7407,9.566993958561392e-05
7409,1.464926114251648e-05
7411,8.677871772224958e-05
7418,1.0340973116864674e-05
7431,2.6183786896526366e-05
7432,3.398465013500279e-05
7433,4.9122960386299216e-05
7436,5.2443106412456445e-06
7438,3.262701933973295e-05
7445,-2.8950823586588148e-05
7447,1.6204182757625778e-05
7448,1.5620208161796393e-05
7451,-9.23839024372105e-06
7452,5.605432860150542e-05
7453,9.208284163086696e-05
7454,3.789602296280446e-05
7457,3.2568202084201834e-05
7458,1.8773804854682404e-05
7459,4.0697957204866754e-05
7460,3.925211182265427e-05
7462,6.580190155312978e-06
7463,-3.638108635463639e-05
7464,1.703413223253233e-05
7465,3.837907611958906e-05
7466,4.1296216558214746e-05
7467,4.7945133201352416e-05
7468,2.0057996226592253e-05
7469,-6.529794881221368e-06
7470,5.919357540259714e-05
7471,8.00716174642826e-05
7473,9.894735836553576e-05
7475,9.196468363748736e-05
7476,3.826111677864902e-05
7477,2.668581691713516e-05
7478,2.0169420710526198e-06
7479,4.539901676579518e-05
7480,2.793327428258498e-05
7481,1.827192792473612e-05
7482,3.415605432918049e-05
7483,2.558633573415397e-05
7484,4.861646553242777e-05
7486,3.3170574973195604e-05
7488,2.0288357561923788e-05
7489,3.219560354723319e-05
7490,1.0980879155088454e-05
7491,2.597534300965e-05
7492,-4.019491966218731e-05
7493,1.74400309381986e-05
7494,3.3700623519934304e-06
7495,5.310592443208362e-05
7496,5.6064860706342994e-05
7497,2.6855039560199957e-05
7498,5.887900533063839e-05
7499,7.780497751175256e-05
7500,-3.252431135790096e-05
7501,8.545273518510442e-06
7502,-8.988483604128329e-06
7503,-2.4804087750998435e-05
7505,7.54394028710069e-05
7506,8.397828436301819e-05
7507,5.3593503269641286e-05
7508,6.69387758943107e-05
7509,4.5896903173206006e-05
7510,3.702122819481963e-05
7511,-1.2753814807709974e-05
7512,4.683122100405681e-05
7513,2.533968055029152e-05
7514,1.5001936488698864e-06
7515,3.796553832332397e-05
7516,-7.189981340895602e-05
7517,1.2974842159505868e-05
7518,5.832681096260637e-05
7519,-6.0717272185823706e-05
7520,-1.473687047140782e-05
7521,-7.939949717218635e-06
7522,-2.1802509349482936e-05
7523,2.9822754357107823e-05
7524,1.022936907944974e-05
7525,2.7124076751822664e-05
7526,-6.0119052089848006e-06
7527,-9.63402713807342e-05
7528,-2.222781598494244e-06
7529,8.293348074764837e-05
7531,-9.805530491295698e-06
7532,8.029313392678083e-06
7533,4.1890262682718615e-05
7534,-7.69264615005031e-06
7535,2.811497247861444e-05
7536,6.0622595906039706e-05
7537,3.350004273052095e-05
7538,-7.326696495604856e-05
7539,2.541467531819337e-05
7540,-5.760176660005537e-05
7541,2.913594663949944e-05
7542,-7.892315116962075e-06
7543,4.895993696686185e-05
7544,2.3009389576504404e-05
7545,7.109037216516019e-05
7546,4.138607202327919e-05
7547,-5.54031581018537e-05
7549,5.388125885081652e-05
7550,5.197788468866768e-05
7553,-5.3640673598410673e-05
7555,-6.330566903477134e-06
7556,3.79244026832662e-05
7558,2.251343850611337e-06
7559,5.417969089410986e-05
7560,7.153107836626574e-05
7561,5.542956424312689e-06
7562,2.839406369682824e-05
7563,6.23169151038417e-05
7564,3.417704984210863e-05
7565,9.534615830182698e-06
7567,1.4028192268063507e-05
7568,1.25813730762935e-06
7569,1.028233611596888e-05
7570,7.109800550040416e-05
7571,-1.2385164746418492e-05
7572,-1.159436684710072e-06
7573,7.696000355923141e-05
7574,1.1008581579347117e-05
7575,4.284143941471923e-05
7576,4.491654758446742e-05
7577,2.4956484925962425e-05
7578,3.237852065177338e-05
7579,-1.9318197699935413e-05
7580,-1.2611691636072284e-05
7582,-1.67355862334029e-05
7583,3.4061293260244096e-05
7585,4.732996182336256e-05
7586,3.694463899634985e-05
7587,3.187661269946555e-05
7588,3.793232403942933e-05
7590,6.798356500977938e-05
7591,5.762627351827864e-05
7592,8.954656898895491e-05
7594,4.52994612968484e-05
7595,3.935933437868324e-05
7596,3.5964107129207906e-05
7597,4.34763531648768e-05
7598,4.968927596423014e-05
7599,9.277971043314305e-05
7600,3.126008343323321e-05
7601,3.7309988136769855e-05
7602,6.832544427791733e-05
7603,4.826720716950447e-05
7604,4.5767670791311485e-05
7605,3.634622407808402e-05
7606,6.475322705678475e-05
7607,4.20059551721459e-05
7608,8.190944687202764e-05
7609,2.040862479833429e-05
7610,4.649706472552753e-05
7611,2.3168959908618076e-05
7612,8.562328477747487e-05
7613,3.745093238070005e-05
7614,2.966814872304222e-05
7615,7.956331221285235e-06
7616,1.717881883168192e-05
7617,2.4804762490534536e-05
7618,3.0745020128490364e-05
7619,7.939860313574896e-05
7620,-9.522218130577225e-06
7621,2.096524477688401e-05
7622,9.81809560180271e-05
7623,5.103159148992001e-05
7624,3.181806029284215e-05
7625,4.477269989394336e-05
7626,-1.641990116545614e-05
7627,9.636357057471928e-05
7628,9.30502650676994e-05
7629,4.422909395456714e-05
