,correlation
2037,-3.794348282523556e-06
2039,1.4439107232158088e-05
2040,5.347180239050595e-05
2041,8.9050433147316e-07
2042,1.0631250391689249e-05
2043,2.147749101787544e-05
2044,3.3874058740703946e-05
2045,3.2661479916788965e-05
2046,4.064243755280836e-05
2047,1.5358037091558572e-05
2048,2.119247021767005e-05
2051,1.402753033724919e-05
2052,2.6372963168806685e-05
2053,1.4685020220539413e-05
2054,4.945114504757884e-05
2055,2.318387034131173e-05
2056,2.1311112455873508e-05
2057,2.1311112455873508e-05
2058,6.199869895963592e-05
2059,3.30250125111706e-05
2060,7.36806097883238e-05
2061,5.560334033201173e-05
2062,5.04820795897352e-05
2063,5.707109311469842e-06
2064,6.605973525263434e-05
2066,-5.460472419768067e-05
2067,3.558674451737036e-05
2068,-1.8022380430406396e-05
2069,3.2647203306352774e-06
2070,3.932253134024328e-05
2071,3.0349100514569717e-05
2072,3.125420137010696e-05
2073,3.139764589434465e-05
2074,6.334063486549058e-05
2076,3.276204357722595e-05
2077,9.900845657912132e-05
2078,4.852052650105669e-05
2079,3.624326145083744e-05
2080,2.2447035357122775e-05
2081,1.17222470673113e-05
2082,2.9957533762497076e-05
2083,7.362771799149601e-06
2084,7.02111745435482e-05
2086,4.576931477100759e-05
2087,3.673701345828027e-05
2088,1.3466051429736784e-05
2089,1.707319616358641e-05
2090,1.1899778492317384e-05
2091,2.258017645398305e-05
2092,5.5928060471339806e-05
2093,2.2509752547255483e-05
2094,2.8655982237461532e-05
2095,2.003303849708386e-05
2096,3.723156712837384e-05
2097,7.323457086405028e-05
2098,6.501727204935359e-06
2099,8.406516718548687e-06
2100,3.552025951209298e-05
2101,3.058735920029246e-05
2102,7.55467955894545e-06
2103,-5.395240254692014e-06
2104,2.189824211755744e-05
2105,-8.163547505830999e-05
2106,5.024159138374267e-06
2107,-9.47866288005738e-05
2108,4.1376808215906464e-05
2109,5.1291045315997497e-05
2110,4.138141761577692e-05
2111,5.063698485761114e-05
2112,1.3709423149257138e-05
2113,4.2167224923727583e-05
2114,1.1915891730840048e-05
2115,8.009528421644819e-05
2116,2.734008822874256e-05
2117,4.152328160781789e-05
2118,1.3398877007589697e-05
2119,-2.4394536685755243e-06
2120,3.678773675937744e-06
2121,2.4486913816939395e-05
2122,3.4362706230064806e-05
2123,2.672935548881348e-05
2124,1.6029884643385698e-05
2125,2.6265920566485457e-05
2126,-2.0793976959742745e-05
2127,3.590016218297935e-05
2128,1.5657081914372816e-05
2129,2.782076465093e-05
2130,3.8630744035397374e-05
2131,2.8291299034192608e-05
2132,3.9236915068265134e-05
2133,1.4000996583134336e-05
2134,4.694783949620949e-05
2135,-5.220054897955119e-05
2136,3.07952987402914e-05
2137,1.9228942558734407e-05
2138,7.184903098965773e-06
2139,3.564215727089089e-05
2140,5.106534171016685e-05
2141,1.3350658335569162e-05
2142,7.008916920828612e-05
2143,1.1979471064621064e-05
2144,3.911956386899133e-05
2145,3.165403464459709e-05
2146,1.6838608057072413e-05
2147,-9.93905948853551e-06
2148,4.854437644626856e-05
2149,3.1426990623273624e-05
2150,3.027295731421133e-05
2151,3.027295731421133e-05
2152,-1.644335008169957e-05
2153,6.87493546729735e-05
2154,1.929671976431065e-05
2155,-5.07887733243621e-05
2156,6.517384315946245e-05
2159,5.681051952678333e-05
2160,1.877409326655857e-05
2161,2.021912166641655e-05
2162,1.8432913946310264e-05
2163,2.5522207465665264e-05
2164,2.069430049762721e-06
2165,-2.4394536685755243e-06
2166,4.297414480319497e-05
2167,2.978324636895178e-05
2168,-4.984786921250376e-05
2169,-6.258087086911489e-05
2170,3.872854335728784e-05
2171,4.2368957277055366e-05
2172,1.846402527738529e-05
2173,2.801701157552728e-05
2174,1.1103010052728756e-05
2175,1.803311786130368e-05
2176,1.4519713411891836e-05
2177,3.732665718627088e-05
2178,3.176754231171147e-05
2179,-6.506873285224167e-06
2180,1.595865241381829e-05
2181,1.8479270036695533e-05
2182,2.1063456611718523e-05
2183,3.861108709774448e-05
2184,-6.49162895776178e-05
2185,4.486696564527294e-05
2187,-9.92869085038876e-06
2188,3.043160683471513e-05
2189,3.421233670156975e-05
2190,2.0801254398683024e-05
2191,4.221768054622733e-05
2192,6.104485813699752e-05
2193,2.36715367537649e-05
2194,2.9413068289795928e-05
2195,3.895242266995745e-05
2196,1.803311786130368e-05
2197,2.9890807396391024e-05
2198,3.796814257496103e-05
2199,4.024206129087073e-05
2200,-4.732244565081086e-06
2201,4.776810831362692e-05
2202,3.008724324937704e-05
2204,4.283217078828657e-05
2205,3.384349644869826e-05
2206,2.519068710179097e-05
2207,1.6970747742620228e-05
2208,1.4032650043010644e-05
2209,1.5884035685537505e-05
2210,4.92125235912089e-05
2211,-1.3413184093442324e-05
2212,6.999070065078039e-06
2214,1.2942294841213292e-05
2215,2.406309075031991e-05
2217,5.3106222909427485e-05
2219,3.010419774567835e-05
2220,1.4051276389499473e-05
2222,5.659579806256343e-05
2223,1.3403980882522114e-05
2224,1.1826150124914224e-06
2225,4.923694054770252e-06
2226,6.606961615482843e-05
2227,6.003648513070848e-05
2228,1.5739078575636262e-05
2229,2.6722052550092817e-05
2230,3.3758622879167133e-05
2231,3.3388210617131604e-05
2232,2.45654614622336e-05
2233,1.768622364858354e-05
2234,2.998509970940793e-05
2235,5.565581982605609e-05
2236,1.1768068264908635e-05
2237,2.543396301840695e-05
2238,5.4995921410049074e-05
2239,-1.3826681948313563e-05
2240,3.030523038602455e-05
2241,1.3656160937640143e-05
2242,1.2758183413112928e-05
2243,1.1811675916837933e-05
2244,1.5645074959663592e-05
2245,1.3746010626274597e-05
2246,4.529870840513626e-05
2247,1.2750310112358642e-05
2248,-6.922082026352406e-05
2249,2.6488073150464287e-05
2250,5.640988428911991e-05
2251,1.8100165966858715e-05
2252,2.4605163102684776e-05
2253,5.817177331430167e-05
2254,6.724097729302805e-05
2255,5.62470011796502e-05
2256,3.2141142488873825e-05
2257,2.6147883481238023e-05
2258,4.163583399136273e-05
2259,4.2920193504937214e-05
2260,1.0629216363364766e-05
2261,2.1273242095185707e-05
2262,1.0646625376476256e-05
2263,1.7565667427847817e-05
2264,2.6138781448417368e-05
2265,4.21462877001399e-05
2266,-4.00392113587232e-05
2267,1.8639231335715875e-05
2268,3.0861956287705965e-05
2269,-6.302946730384036e-06
2270,1.5797415658268717e-05
2271,3.624326145083744e-05
2272,4.131705214870704e-05
2273,2.518932537972828e-05
2274,3.895242266995745e-05
2275,1.645469330713599e-05
2276,-1.1770922748857148e-05
2277,-4.7361122035741046e-05
2278,2.978324636895178e-05
2279,3.767215400308554e-05
2280,5.788774796346566e-05
2282,1.1073502231364665e-05
2283,3.220907255511361e-05
2284,1.6096563020534206e-05
2285,5.342800877392072e-05
2286,1.2633653173999318e-05
2287,2.6146460926214395e-05
2288,3.0055784224915607e-05
2289,1.7534336973382254e-05
2291,-3.853747917141834e-05
2292,4.2920193504937214e-05
2293,2.4528213461833265e-05
2294,3.137720065871253e-05
2295,2.7699559797665796e-05
2296,3.001878642057001e-05
2297,3.985830991484919e-05
2298,4.064243755280836e-05
2299,4.412330248106088e-05
2300,-4.507873403035014e-06
2301,2.9619617000729604e-05
2302,1.5547171076519865e-05
2303,1.181339110869353e-05
2304,7.474889987618904e-05
2305,5.95630961725874e-05
2307,8.85728354355154e-05
2308,8.38367433007719e-05
2309,3.94658405601929e-05
2310,3.26425240086663e-05
2311,2.5287766942069785e-05
2312,3.2651375816309784e-05
2313,1.0338197702718434e-05
2314,7.323457086405028e-05
2315,1.5358429547869e-05
2316,4.059718404765092e-05
2317,-1.0147785148284829e-05
2318,3.527732432037446e-05
2319,1.5358429547869e-05
2320,2.593430551620693e-06
2321,2.0422104534863427e-05
2322,3.57295840353079e-05
2323,-1.3163850499896234e-05
2324,2.7117804288764093e-05
2325,3.4571201841659575e-05
2326,1.629206694633303e-05
2327,2.848947381817357e-05
2328,6.55008542785848e-05
2329,4.360829540187343e-06
2330,2.9037022145663924e-05
2332,2.2483241698352957e-05
2333,-1.4689198053968533e-05
2334,5.037348286897242e-05
2335,8.435959261043796e-05
2336,3.0087141779036304e-05
2337,1.1768068264908635e-05
2338,1.164241989947537e-05
2339,2.758144656208259e-05
2341,2.4813211678701647e-05
2342,4.009025129142563e-05
2343,3.110443916038263e-06
2344,2.578681943359048e-05
2345,2.955097866852325e-05
2346,1.285244703116729e-07
2347,1.0631250391689249e-05
2348,5.10470372711936e-05
2349,4.588966033088213e-05
2350,3.628429105886402e-05
2351,1.1399414761661668e-05
2352,2.3090688774169265e-05
2353,2.2638742943564348e-05
2354,8.072749518585987e-05
2355,3.800807242998131e-05
2356,-1.4506674805477536e-05
2357,2.5310165253531643e-05
2359,2.057445407361517e-05
2360,3.124662443610594e-05
2361,1.5136981565709486e-05
2362,2.6333779700672303e-05
2363,3.81878277368229e-05
2364,2.0510643290539285e-05
2365,1.403763549309006e-05
2366,3.8511069402319305e-05
2367,2.3456800734994455e-05
2368,3.3719678498352026e-05
2369,-2.7922913726465174e-06
2370,-3.926695988797505e-06
2371,3.793021445712923e-05
2372,3.063644578121973e-05
2373,8.418342195581011e-05
2374,4.930313705772153e-05
2376,3.997183600571777e-05
2377,7.353783025268168e-05
2378,5.845275755714705e-05
2379,7.70667794529265e-05
2380,4.08432877120358e-05
2381,2.931988536359886e-05
2382,2.7117804288764093e-05
2383,5.320702768780858e-05
2384,2.978576091017802e-05
2385,2.9957533762497076e-05
2386,8.85728354355154e-05
2387,4.8136540973689606e-05
2388,3.844050043273315e-05
2389,-1.419388185289075e-05
2390,1.803311786130368e-05
2391,8.695610301462665e-05
2392,7.70667794529265e-05
2393,2.8379402051548985e-05
2394,3.128773448359717e-05
2395,3.564215727089089e-05
2396,4.314702352365862e-05
2397,7.328166204394142e-05
2398,7.479822890930998e-05
2399,8.292334032390833e-05
2400,1.8479270036695533e-05
2401,8.046693593172828e-05
2402,2.1891407689757077e-05
2403,5.937618619224535e-05
2404,9.46699141135408e-05
2406,6.606961615482843e-05
2407,7.719687079189314e-05
2409,8.448949159195183e-05
2410,5.10470372711936e-05
2411,3.35605033313745e-05
2412,2.7274874323566048e-05
2413,9.276181217283024e-05
2414,2.9373889855991063e-05
2415,2.19043632048788e-05
2416,3.852063270352603e-05
2417,7.071079839332093e-05
2418,-1.4407199114274602e-06
2419,-1.4407199114274602e-06
2420,3.131825273583213e-05
2421,2.0510643290539285e-05
2422,1.2564706701074056e-05
2423,3.35605033313745e-05
2424,1.5478372576510354e-05
2425,9.825762287171626e-06
2426,9.725464614290023e-06
2427,9.725464614290023e-06
2429,1.698439970855423e-05
2430,2.9070239683884693e-05
2431,2.628091377085241e-05
2432,2.0558489966213915e-05
2433,2.0558489966213915e-05
2434,2.0440187612516547e-05
2435,1.7432848954083554e-05
2436,5.497755156191035e-05
2438,-3.481637000062786e-05
2439,5.6976955416137296e-05
2440,7.209936113046958e-05
2441,2.3740685145773235e-05
2442,2.1888511066415493e-05
2443,9.603526772392198e-05
2444,3.0352348695317348e-05
2445,-5.024507172848713e-06
2446,1.264951952514754e-05
2447,2.21347292095804e-06
2448,6.933774544904921e-05
2449,4.614816798726224e-05
2450,9.444696985665213e-05
2451,4.14500583062404e-05
2452,9.246637310545202e-05
2453,3.4257503361024e-05
2454,4.982011287593135e-05
2455,6.84947318423669e-05
2456,2.196568722308079e-05
2457,2.4809789350950505e-05
2460,2.898677110630077e-05
2461,-1.953928716153945e-06
2462,9.184644862924478e-05
2463,2.8379402051548985e-05
2464,4.794054425175004e-05
2465,8.418342195581011e-05
2466,1.036475368274055e-05
2467,2.7676367496044637e-05
2468,4.4442184342200114e-05
2469,6.676263662348479e-05
2470,7.039232498341138e-05
2471,4.677466396074002e-05
2472,6.123928411422633e-05
2473,4.131705214870704e-05
2474,9.920601447307668e-05
2475,9.884692081303526e-05
2476,6.484027372052e-05
2477,2.133179836501244e-05
2478,1.685293715728604e-05
2479,7.523954084111655e-05
2481,6.139664547827679e-05
2482,2.78465049379496e-05
2483,7.266331792205953e-05
2484,4.590755189500138e-05
2485,4.391548449524114e-05
2486,-2.4193294164429916e-05
2487,-4.381906955561355e-05
2488,-4.69720086479813e-05
2489,3.131825273583213e-05
2491,2.7928950272742867e-05
2492,4.767901848686404e-05
2493,4.8150663517087246e-05
2494,2.0659999777643266e-05
2495,2.0659999777643266e-05
2496,3.732665718627088e-05
2497,7.445143950651067e-06
2498,4.911662837670983e-05
2499,1.5311584877679874e-05
2500,-5.421034856945965e-05
2501,2.3157585162525428e-05
2502,1.9734344180260197e-05
2503,5.6940330965235314e-05
2504,3.351712264309486e-05
2505,3.4327497381977515e-05
2507,3.4327497381977515e-05
2508,6.975316934552429e-05
2509,9.896335397342184e-05
2512,3.19484651490384e-05
2513,3.4623083250662044e-05
2514,3.158079689801488e-05
2515,8.512419385044092e-06
2517,2.3474060781529013e-05
2518,2.73186839268118e-05
2519,2.73186839268118e-05
2520,3.69583639418549e-06
2521,3.594616827292872e-05
2522,2.043298878797365e-05
2524,2.971661125279589e-05
2525,3.215159109234402e-05
2527,2.8260805643749288e-05
2528,2.8260805643749288e-05
2529,2.118675569247467e-05
2530,3.378201569908887e-05
2531,2.171790586014071e-05
2532,2.51678908404285e-05
2533,-3.062619302121296e-05
2534,-1.7140057154783438e-05
2535,6.26529304747282e-05
2536,3.470529186267469e-05
2537,2.3285081074080888e-05
2538,2.210937994426288e-05
2539,1.2102785136463616e-05
2540,2.766470321704422e-05
2542,2.9984098839856797e-05
2543,2.8209756918709938e-05
2544,2.645314286002805e-05
2545,4.701949515797178e-06
2546,2.522233214776073e-05
2547,2.515722625198741e-05
2548,6.88720226362176e-06
2549,3.899399885661221e-05
2550,2.8228433403559228e-05
2551,1.767811582498843e-05
2552,2.16409062886242e-05
2553,-1.117585741998862e-05
2554,-2.213820899255551e-05
2555,-9.853800550669733e-07
2556,1.123152195562385e-05
2557,2.8729087114274045e-05
2558,2.064767155812285e-05
2559,-1.825387538464875e-05
2560,7.343828890839987e-05
2561,3.137265882780927e-05
2562,3.557439589417895e-05
2563,3.938313497225668e-05
2564,4.328958116930468e-05
2565,4.124568369785261e-05
2566,4.977059809586829e-05
2567,2.103778204736861e-05
2568,1.7521981574563557e-05
2569,3.34106367105631e-05
2570,2.577452334399778e-05
2571,1.3708579079218843e-05
2572,3.997874037374853e-05
2573,-5.574456489230619e-06
2574,1.5116856929612358e-05
2575,3.528054115633176e-05
2576,-1.573044396180334e-05
2577,2.148298823213727e-05
2578,-2.9947763685468572e-05
2579,3.3142672012871025e-05
2580,2.939476193701207e-05
2581,2.939476193701207e-05
2583,6.911860443505741e-05
2584,-8.372784923253509e-05
2585,4.689621757425282e-05
2586,4.850314524335208e-05
2587,2.2733894156054283e-05
2588,1.5713968671542366e-05
2589,3.442421777089631e-05
2590,3.579776884058474e-05
2591,2.203018357420253e-05
2592,1.5720313264433774e-05
2593,3.394334562777351e-05
2594,2.9392192221402548e-05
2595,-1.3743051464741118e-05
2596,3.651826361201111e-05
2597,-2.2626199518860644e-05
2598,2.8189976092935737e-05
2599,5.6172411828942015e-06
2600,-1.964598314521089e-07
2601,3.0413793784701576e-05
2602,1.842409810885003e-05
2603,2.1887568292062293e-05
2604,2.3258394046453287e-05
2605,4.482958197630032e-05
2606,3.049069264930794e-05
2607,1.94539494873085e-05
2608,-8.10184399898412e-06
2609,2.1688881558164232e-05
2610,-3.164269183450814e-05
2611,1.721031437620187e-05
2612,-3.460252422348644e-05
2614,1.499718184476562e-05
2615,-2.213039050963572e-07
2616,5.129789371059507e-05
2618,2.8619908016169864e-05
2619,2.8619908016169864e-05
2620,2.0474667273083e-05
2621,3.2776245184139623e-06
2622,1.9234613257463965e-05
2623,3.420418335712853e-05
2624,2.885713465919253e-05
2625,1.3071798266583165e-05
2626,2.540846574018972e-05
2627,2.6605132270929276e-05
2628,2.5627512872561474e-05
2629,3.420418335712853e-05
2630,2.5627512872561474e-05
2631,5.389070525346729e-06
2632,8.156098186189859e-05
2633,-4.090402573665575e-07
2634,2.315901377869226e-06
2635,1.5086608851689749e-05
2636,2.748260611181035e-05
2637,2.7435752797032512e-05
2638,1.5086608851689749e-05
2639,3.491965740155985e-05
2640,3.4938335453981355e-05
2641,2.50241115181986e-05
2642,1.1782710244884078e-05
2643,2.471559707319372e-05
2644,-1.134718150429414e-05
2645,-4.951883990773554e-06
2646,2.9628274903046715e-05
2647,2.9628274903046715e-05
2648,1.26599189392606e-06
2649,6.406541892430599e-05
2650,1.26599189392606e-06
2651,-3.3791425285283995e-05
2652,-8.410240837591112e-05
2653,9.892104593664038e-06
2655,1.0567614373063847e-06
2656,2.437570228024911e-05
2657,-3.569266213391229e-05
2658,1.5661127231176334e-05
2659,1.3176468200509604e-05
2660,1.1395885679718652e-05
2661,1.5671875415067235e-05
2662,1.0340694505418362e-05
2663,1.5632804638532916e-05
2664,1.5631849416982098e-05
2665,1.0240338281874848e-05
2666,8.406338168400258e-05
2667,-5.380024652048712e-05
2668,-1.098006481237234e-05
2669,9.317844224747276e-06
2670,3.10019040743773e-05
2671,2.5838786084991803e-05
2672,3.10019040743773e-05
2673,4.0342447532904345e-05
2674,4.5535584923533176e-05
2675,2.548468091509832e-05
2676,2.54811413340074e-05
2677,2.0441785852532377e-05
2678,3.553587473418133e-05
2679,3.942414295949572e-05
2680,1.073291919246748e-05
2681,3.725568695296538e-05
2682,2.519284064448857e-05
2683,-2.3420820104868938e-06
2684,-4.89340191810246e-05
2685,3.615543378438658e-05
2686,2.8270632807252517e-05
2687,2.2439898228459165e-05
2688,3.1025976918658736e-05
2689,3.5059166372794877e-06
2690,2.8316906576538708e-05
2692,2.116803217691041e-05
2693,1.9020959568912296e-05
2694,1.9020959568912296e-05
2696,1.985001002402761e-05
2697,-9.435181517766992e-06
2698,-9.435181517766992e-06
2699,4.3759610345240486e-05
2700,1.6259811074891522e-05
2701,-7.289710431680152e-06
2702,2.635532549659621e-05
2703,3.636756809369109e-06
2704,2.27872317198369e-05
2705,3.306805511470524e-05
2706,-9.049528052033524e-06
2707,1.2658796244494624e-05
2708,-1.458063384980986e-05
2709,-2.075636329493574e-05
2711,3.956263435703379e-05
2712,4.171651481375107e-05
2713,4.171651481375107e-05
2714,-1.1892979547786292e-05
2716,-4.627194024042301e-05
2717,1.4321496060246668e-05
2718,1.6550640864640875e-05
2719,1.5873897587658187e-05
2721,1.6550640864640875e-05
2722,1.691224745784061e-05
2723,2.447730416953333e-05
2724,-1.4531024759328196e-05
2725,2.442680695976867e-05
2726,2.3778463484743225e-05
2727,-9.63502937994409e-06
2729,-2.681252733136814e-05
2730,1.1315694403338032e-05
2731,3.3483519245433195e-05
2732,-1.109409634677884e-05
2733,1.7332510465199623e-05
2734,1.3680613872058164e-05
2735,1.028332906818834e-05
2736,1.3680613872058164e-05
2737,1.3565962985343973e-05
2738,3.0861713544079015e-05
2739,1.2532495491729023e-05
2740,1.4653212601500444e-05
2741,9.5828628139815e-06
2742,5.01125419558007e-05
2743,2.330412620339461e-05
2745,1.565662121201003e-05
2746,1.565662121201003e-05
2747,1.5200433421416563e-05
2748,1.482148571190948e-05
2750,3.500062794131231e-05
2751,5.4750782091390046e-05
2752,-1.2304977768507774e-05
2753,2.9235676280477853e-05
2755,2.920433111838925e-05
2756,5.81928047104874e-05
2757,1.0624482911176644e-05
2758,2.32731323588138e-05
2759,-4.153851898450365e-06
2760,-9.654883764048573e-05
2761,3.308822963003383e-05
2763,2.820110416166167e-05
2765,-1.8323455013467192e-05
2766,2.32731323588138e-05
2767,3.308822963003383e-05
2768,2.820110416166167e-05
2769,8.47853062467355e-06
2770,1.2822535186304628e-05
2771,3.680711993208113e-05
2772,2.247920363965083e-05
2773,3.680711993208113e-05
2775,1.4395999681921628e-05
2776,4.360620626970639e-05
2777,3.435042224246295e-05
2778,-2.083485179590569e-05
2780,-5.7633792297402336e-05
2781,3.637438779628748e-05
2783,3.374365739923812e-05
2784,-5.368557723135252e-05
2785,9.566029016725235e-06
2786,5.0840626280148734e-05
2787,1.6189480699795423e-05
2788,1.611422682865709e-05
2789,2.117381848083497e-05
2790,1.2285451765429036e-05
2791,1.0055769206050696e-05
2792,2.117381848083497e-05
2793,1.927026861482576e-05
2794,1.547229733273824e-05
2795,1.2285451765429036e-05
2796,1.2408628240591904e-05
2797,1.2386342261964616e-05
2798,2.024813024321802e-05
2799,2.024813024321802e-05
2800,2.5446199294087445e-05
2801,1.2408628240591904e-05
2802,1.2410341586673924e-05
2803,1.2108726822796816e-05
2805,3.599390868162171e-05
2806,7.910059862779371e-06
2807,2.1412787663355977e-05
2808,1.0029805114758924e-05
2810,2.2681150228025656e-05
2811,1.3522910803528869e-05
2812,-1.3389663457266004e-05
2813,2.9241609644073315e-05
2814,2.21727336482739e-05
2815,1.424618314085274e-05
2816,2.2467259777674957e-05
2817,1.3782737976165248e-05
2818,2.21727336482739e-05
2819,4.691245359614018e-06
2820,3.632233901546057e-05
2821,3.062789595429803e-05
2822,8.91349652628939e-05
2823,-8.26798667968383e-05
2824,3.062563295669679e-05
2825,4.036765654641905e-05
2826,3.631900616177362e-05
2827,3.161830410018293e-05
2828,2.2467259777674957e-05
2829,-8.26798667968383e-05
2830,3.7408184701982783e-06
2831,-7.156182757801294e-05
2832,3.8086691121689305e-05
2833,5.860497004168393e-05
2834,4.365423038405532e-05
2835,5.131239215113562e-05
2837,3.9127493532457686e-05
2839,1.0735510380741994e-05
2840,4.036316514795071e-06
2842,-3.228793602148835e-05
2843,-2.661885367472846e-05
2844,4.515730459553563e-05
2845,-1.97396727766861e-05
2846,-2.661885367472846e-05
2847,2.6165536225805733e-05
2848,-3.038289713323908e-05
2849,2.6301438848864056e-05
2850,2.6301438848864056e-05
2851,4.9597445671790535e-05
2853,1.5506903118974618e-05
2854,-7.740269701735649e-07
2855,4.581095820035422e-05
2856,1.981676396884549e-05
2858,9.115732293255168e-05
2859,9.215861903135296e-06
2860,8.908102907334169e-05
2862,3.8580291525607216e-05
2863,-4.00609220511193e-06
2864,3.8580291525607216e-05
2865,4.522551235417639e-05
2866,4.7250316637904776e-05
2867,3.8580291525607216e-05
2868,3.113315027155725e-05
2869,3.224118935152882e-05
2870,3.3734559463675554e-05
2871,1.946771898358025e-05
2872,6.548588158931319e-05
2873,2.444290209576944e-05
2875,4.003876488380146e-06
2876,1.943356653649586e-05
2877,1.5612245833360947e-05
2878,1.525912280536508e-06
2879,5.27074475067225e-05
2880,-6.002006759500166e-06
2881,3.046996112128589e-06
2882,1.0116547870055415e-05
2883,1.5768508191459165e-05
2884,-1.3889389267475328e-05
2885,1.94534284556876e-05
2886,4.7160522350863846e-05
2887,1.2949495336051413e-05
2888,1.9457894872770317e-05
2889,-5.061695598811883e-05
2890,8.686311820916106e-06
2891,3.6215935527535646e-05
2892,-5.467086035448404e-05
2893,1.6407185538594607e-05
2894,1.6705435989074477e-05
2895,1.3273557926133898e-05
2896,3.802237348358685e-05
2897,1.8944006452906504e-05
2898,-1.860626801063755e-05
2899,2.8675228308571663e-05
2900,1.3273557926133898e-05
2901,1.932956843659135e-05
2902,-1.860626801063755e-05
2903,3.282829346575679e-05
2904,2.2270054757427744e-05
2905,2.4682211531077165e-05
2906,3.745296447138761e-05
2907,-1.0695420618201785e-05
2908,6.439439865762589e-05
2910,-7.160519570603965e-07
2911,2.991599223157762e-05
2912,5.897752528612019e-06
2913,1.2493836118642184e-05
2914,5.868239699113862e-06
2915,2.991599223157762e-05
2916,1.0101312152068346e-05
2917,2.78440592177271e-05
2918,-7.160519570603965e-07
2919,8.21914951695527e-05
2920,2.7824986154454324e-05
2921,-2.725538110790885e-06
2922,6.513942089022122e-06
2923,2.046585246109794e-05
2924,3.368533795391733e-05
2925,2.0439113416462767e-05
2926,6.257333518197967e-06
2927,6.513942089022122e-06
2928,6.257333518197967e-06
2929,-1.9676304214655087e-05
2930,3.5736679976379915e-05
2931,3.118197628939597e-05
2932,-4.780989472102044e-05
2933,2.9839462123213208e-05
2934,3.5736679976379915e-05
2935,-2.1015341162404264e-05
2936,3.908563762765637e-05
2937,3.5736679976379915e-05
2938,2.998509320583674e-05
2939,-5.427162902253984e-05
2940,3.908563762765637e-05
2941,3.8871569940243256e-05
2942,3.8871569940243256e-05
2943,-5.427162902253984e-05
2944,2.198336851945541e-05
2945,4.193629748558662e-05
2946,4.498195484934951e-05
2947,2.23672285097136e-05
2948,-2.6316740260132317e-05
2949,2.23672285097136e-05
2950,3.996607838754787e-05
2951,4.184343659055732e-05
2952,1.5556201744353924e-05
2953,-1.148492949184727e-05
2954,2.8007875658347663e-05
2955,4.7770195355888806e-05
2956,5.112428118687387e-05
2957,2.0404831937196955e-05
2958,2.2330971064740267e-05
2959,2.6028797371635837e-05
2960,1.8846113432367136e-05
2961,3.3256640899685585e-05
2962,-2.005173125952148e-05
2963,4.907121315491518e-05
2964,4.907121315491518e-05
2965,9.085958344934412e-06
2966,2.2312923612292054e-05
2967,4.3188973944660266e-05
2968,2.5547904572960408e-05
2969,2.5547904572960408e-05
2970,8.924322315963212e-06
2971,-4.639465946102445e-05
2973,5.931675066138668e-06
2974,2.926808738977475e-05
2975,-5.623085988498159e-05
2976,-2.082251478778573e-05
2977,1.0578970943469228e-05
2978,1.0440124597783083e-05
2980,3.1542518539090624e-05
2981,4.308846953634434e-06
2982,3.0709376730310054e-05
2983,-3.304769412033785e-06
2984,5.557983280859308e-05
2985,-4.965355763406845e-05
2986,-1.752527580506671e-05
2988,5.7544882800254254e-05
2990,1.4200116006846002e-05
2991,1.2614361607709543e-05
2993,1.4200116006846002e-05
2994,3.142166850330914e-05
2995,2.3312402288989057e-05
2996,4.655455763820341e-05
2997,-3.7578437774279885e-05
2998,9.116310027082954e-05
2999,1.5417411070703727e-05
3000,4.017377072575113e-05
3001,2.8397681970968788e-05
3002,2.9460786163083173e-05
3003,3.17148617765357e-05
3005,8.535444342032776e-05
3006,8.546312491135997e-05
3007,-3.537497786377051e-05
3008,6.282050437093298e-07
3009,4.1089692326108575e-06
3011,2.206676118061536e-05
3012,4.1089692326108575e-06
3013,2.82767135656538e-05
3014,2.825625896409684e-05
3015,3.0738631042143e-06
3016,1.5924979817167023e-05
3017,1.597115023849371e-05
3018,3.745139692094818e-05
3019,3.745139692094818e-05
3020,8.682350648371949e-06
3021,-1.8531667792594828e-05
3023,3.503073725630636e-05
3024,4.370536618451547e-05
3025,2.885628582975712e-05
3026,2.301427510631728e-05
3027,2.3121130336684195e-05
3028,1.3031156758326047e-05
3029,1.3031156758326047e-05
3030,2.925364808684373e-05
3031,3.612517654490367e-05
3032,3.025857247324975e-05
3033,8.351698005981282e-06
3034,8.351698005981282e-06
3035,1.5227691852660014e-05
3036,1.5365871369740797e-05
3037,8.351698005981282e-06
3038,2.523776269225043e-05
3039,3.881984031154357e-05
3040,3.595823328784868e-05
3042,8.005024519827895e-05
3043,8.017195179204214e-05
3044,1.974779218680337e-05
3045,-4.900062932852312e-05
3046,1.6351329554278692e-05
3047,-8.680573781564379e-06
3048,3.739745675400122e-05
3049,2.4270552991609823e-05
3050,2.435928375265308e-05
3051,-4.208536645499774e-06
3052,9.89295560682786e-06
3053,-8.986307873050212e-05
3054,1.861119678690921e-06
3055,1.861119678690921e-06
3056,1.096982830431146e-05
3057,1.3847795271685612e-05
3058,-1.309641246263145e-05
3059,1.3847795271685612e-05
3060,1.440817914923456e-05
3061,-3.080934663710831e-05
3062,-1.3325125682242122e-05
3063,1.372844869321167e-05
3064,1.773000519810183e-05
3065,5.4351695804918105e-06
3066,5.4351695804918105e-06
3067,-2.1940009318392097e-05
3068,6.892810810354681e-05
3069,2.838988062918067e-05
3070,2.778811581038567e-05
3071,2.7025704781484807e-05
3072,4.289024139188759e-05
